index	name	date	distance_km	climb_m
1679	Guisborough 3 Tops	28-10-2012	13.0	655.0
1774	Passing Clouds	28-10-2012	15.7	565.0
1748	Shepherds Skyline	3-11-2012	10.0	350.0
1591	Cop Hill	4-11-2012	11.3	274.0
1560	Dunnerdale	10-11-2012	8.0	550.0
2028	Harriers V Cyclists	10-11-2012	9.7	198.0
1943	Rhobell Fawr	10-11-2012	10.3	562.0
1908	Leg It Round Lathkil	11-11-2012	11.5	290.0
1852	Roaches - Route Change	11-11-2012	28.9	1130.0
2056	Wadsworth Half Trog	11-11-2012	14.8	433.0
1993	Glen Helen Hill	17-11-2012	5.0	100.0
2166	Logans Run - Kinder Bimble	17-11-2012	12.1	610.0
2057	Penmaenmawr	17-11-2012	16.1	594.0
2027	Tour Of Pendle	17-11-2012	27.0	1473.0
2162	Arnside Knott - Senior Race Full	18-11-2012	8.85	280.0
1678	Clay Bank West	18-11-2012	6.7	366.0
2151	Drogo 10	18-11-2012	15.5	536.0
1797	Wrekin Wrecker	18-11-2012	12.9	732.0
1728	Kirkbymoor	24-11-2012	10.5	490.0
1626	David Staff Memorial Race	25-11-2012	8.2	366.0
1603	Angus Tait Hexhamshire Hobble	2-12-2012	16.8	379.0
1592	Bolton By Bowland - Cancelled	2-12-2012	12.0	244.0
1918	Cardington Cracker	2-12-2012	14.5	793.0
1680	Eskdale Eureka	2-12-2012	14.6	470.0
1658	Gravy Pud	2-12-2012	8.0	305.0
2163	Really Wild Boar	8-12-2012	8.0	427.0
1968	Mytholmroyd	9-12-2012	11.3	411.0
1742	Simonside Cairns	9-12-2012	17.7	540.0
1997	Slieu Whallian Hill	15-12-2012	5.0	175.0
1870	Stoop	16-12-2012	8.0	250.0
1853	Whinberry Naze	26-12-2012	6.4	229.0
1681	Guisborough Woods	27-12-2012	8.8	376.0
1554	Wansfell	27-12-2012	3.3	405.0
1860	Daleside Brewery Auld Lang Syne	31-12-2012	9.6	300.0
2215	Captain Cooks Races	1-1-2013	8.0	318.0
2513	Giants Tooth	1-1-2013	4.8	120.0
2291	Hillforts And Headaches	1-1-2013	4.8	311.0
2468	Morning After	1-1-2013	8.0	275.0
2296	Nine Standards	1-1-2013	12.9	549.0
2690	St Johns Fell	1-1-2013	5.0	275.0
2216	Clay Bank East	6-1-2013	9.1	307.0
2391	Peat Pits Wood 1	6-1-2013	7.0	230.0
2263	Trig Point	6-1-2013	26.0	500.0
2514	Ashurst Beacon	12-1-2013	9.5	290.0
2336	Lambs Longer Leg	13-1-2013	5.0	290.0
2172	Trigger	13-1-2013	32.6	1450.0
2342	Yha king Of The Castle	13-1-2013	2.5	200.0
2516	Box Hill	19-1-2013	12.0	530.0
2519	Soreen Stanbury Splash	20-1-2013	9.6	280.0
2697	Ard Whallin	26-1-2013	12.5	750.0
2174	Blakes Heaven	26-1-2013	8.0	503.0
2520	Crosby Commoner	26-1-2013	10.0	237.0
2521	White Holme Circular	26-1-2013	13.0	366.0
2357	Tigger Tor	27-1-2013	14.5	514.0
2522	Jarrett Jaunt - Handicap Event	2-2-2013	7.2	457.0
2217	Broughton Wood Wobble	3-2-2013	7.3	372.0
2278	Charnwood Hills	3-2-2013	22.5	393.0
2723	Lads Leap	3-2-2013	9.5	518.0
2523	Mickleden Straddle	3-2-2013	23.0	741.0
2507	Tarren Hendre	9-2-2013	9.7	610.0
2461	Titterstone Clee	9-2-2013	4.1	229.0
2415	Wadsworth Trog	9-2-2013	32.2	1220.0
2750	Wild Night Run	9-2-2013	16.0	362.0
2460	Long Mynd Valleys	10-2-2013	18.5	1372.0
2439	Norman Matthews Winter Hill	10-2-2013	17.7	838.0
2188	Sidmouth 4 Trigs Challenge	10-2-2013	26.0	914.0
2704	Baldwin Valleys	16-2-2013	14.0	750.0
2227	Carnethy 5	16-2-2013	10.0	760.0
2524	Ovenden	16-2-2013	13.0	366.0
2218	Commondale Clart	17-2-2013	8.3	220.0
2321	Mr Sparkles Dark un	22-2-2013	8.1	214.0
2389	Bleasdale Circle	23-2-2013	8.0	381.0
2341	Flower Scar	23-2-2013	10.4	700.0
2525	Inov-8 High Cup Nick	23-2-2013	15.0	460.0
2288	Moel Y Ci	23-2-2013	8.0	290.0
2718	Quantocks	23-2-2013	12.1	579.0
3162	Quantocks	23-2-2013	12.1	579.0
2416	Ilkley Moor	24-2-2013	8.0	401.0
2450	High Peak Marathon	1-3-2013	67.0	1645.0
2737	Black Combe	2-3-2013	13.0	1000.0
2272	Pipe Dream	2-3-2013	8.2	518.0
2505	Bishop Hill	3-3-2013	4.0	300.0
2526	Cloud Nine	3-3-2013	14.5	381.0
2219	Glaisdale Rigg	3-3-2013	13.7	562.0
2527	Sedbergh 3 Peaks	5-3-2013	5.8	462.0
2269	Carding Mill Canter	9-3-2013	7.8	580.0
2528	Haworth Hobble - Wuthering Hike	9-3-2013	51.0	1340.0
2682	Slieve Gullion	9-3-2013	7.0	460.0
2189	Stan Bradshaw Pendle Round	9-3-2013	16.7	590.0
2529	Windmills Whizz - Fell Race For Life	9-3-2013	11.3	244.0
2386	Brough Law	10-3-2013	8.0	400.0
2285	Ian Roberts	10-3-2013	10.3	260.0
2743	Cancelled - Middlefell	16-3-2013	10.6	518.0
2695	Creg Ny Baa	16-3-2013	16.0	800.0
2226	Llantysilio	16-3-2013	9.9	640.0
2680	Bwlch Maesgwm 10k	17-3-2013	10.0	467.0
2530	Heptonstall	17-3-2013	24.0	1000.0
2477	Wirksworth Incline	17-3-2013	6.4	122.0
2340	Wolfs Pit	17-3-2013	9.0	450.0
2652	Cancelled - Excalibur Marathon	23-3-2013	41.8	1403.0
2175	Cancelled - Fiendsdale	23-3-2013	10.5	671.0
2509	Cancelled - Yr Aran	23-3-2013	16.1	945.0
2531	Cancelled - Rivock Edge	24-3-2013	10.9	269.0
2532	Postponed - Wrekin	24-3-2013	8.8	519.0
2665	Birnam Hill	30-3-2013	6.5	535.0
2325	Causey Pike	30-3-2013	7.2	543.0
2645	Fron Four	30-3-2013	11.4	716.0
2547	Rivington Pike	30-3-2013	5.2	213.0
2324	Cancelled - Midgley Moor	31-3-2013	8.0	381.0
2666	Deuchary Hill Canter	31-3-2013	18.0	800.0
2392	Peat Pits Wood 2	31-3-2013	10.0	356.0
2533	Bunny Run 1	2-4-2013	4.8	100.0
2262	Harry Aspinall Liver Hill	2-4-2013	8.0	250.0
2534	Coledale Horseshoe	6-4-2013	12.25	1036.0
2465	Llanbedr To Blaenafon	6-4-2013	26.0	1372.0
2535	New Dungeon Ghyll	6-4-2013	5.6	640.0
2475	Pendle	6-4-2013	7.3	457.0
2749	5 Tors	7-4-2013	12.6	313.0
2199	Blubberhouses Moor 25	7-4-2013	39.0	885.0
2703	Cancelled - Ellan Vannin	7-4-2013	20.3	1045.0
2260	Exe To Axe	7-4-2013	32.4	1219.0
2298	Mow Cop	7-4-2013	10.5	400.0
2765	Mynd Mac	7-4-2013	7.25	417.0
2767	Pier To Pier	7-4-2013	9.5	370.0
2234	Pinchinthorpe Plod	7-4-2013	10.0	275.0
2402	Trunce 1	8-4-2013	6.4	170.0
2536	Bunny Run 2	9-4-2013	4.8	100.0
2449	Loughrigg	10-4-2013	6.4	330.0
2667	Newtyle	10-4-2013	7.5	280.0
2367	Screel	13-4-2013	6.4	396.0
2681	Silent Valley	13-4-2013	15.3	1490.0
2466	Sugar Loaf	13-4-2013	11.2	526.0
2281	Wardle Skyline	13-4-2013	11.3	381.0
2757	Bouldsworth Hill	14-4-2013	13.2	425.0
2444	Kinder Downfall	14-4-2013	15.4	600.0
2538	Bunny Run 3	16-4-2013	4.8	100.0
2330	Grisedale Grind	17-4-2013	4.0	480.0
2245	Joe Barber Herod Farm	17-4-2013	4.8	335.0
2273	Hartcliff Hill	18-4-2013	4.0	150.0
2759	3 Schools Sponsored Event	20-4-2013	14.0	330.0
2706	Anniversary Waltz	20-4-2013	18.5	1097.0
2705	Teenager With Altitude	20-4-2013	24.8	2318.0
2268	Y Moelwyn	20-4-2013	16.9	853.0
2232	Gisborough Moors	21-4-2013	20.0	850.0
2428	Wrekin Streak	24-4-2013	4.5	247.0
2360	Cribyn	27-4-2013	8.9	946.0
2687	Mynydd Mawr	27-4-2013	6.7	420.0
2315	Preseli Beast	27-4-2013	36.6	1418.0
2316	Preseli Beast Bach	27-4-2013	16.2	539.0
2694	Snaefell	27-4-2013	8.0	550.0
2456	Three Peaks	27-4-2013	37.4	1608.0
2403	Trunce 2	29-4-2013	6.4	170.0
2187	Pentyrch	30-4-2013	11.0	488.0
2541	Dockray - Hartside	1-5-2013	10.0	800.0
2542	Lothersdale	1-5-2013	5.8	180.0
2565	Tigers Todger	1-5-2013	9.6	259.0
2685	25th Stuc A Chroin 5000	4-5-2013	22.0	1500.0
2684	Annalong Horseshoe	4-5-2013	21.0	1550.0
2724	Chunal	4-5-2013	4.8	305.0
2543	Coniston	4-5-2013	14.0	1065.0
2673	Llangynhafal Loop	4-5-2013	7.6	533.0
2451	Pendle Cloughs	4-5-2013	22.5	1250.0
2642	Red Kite Challenge	4-5-2013	18.5	610.0
2423	The Cake Race	4-5-2013	16.0	518.0
2230	Fox & Hounds Chase	5-5-2013	14.5	457.0
2246	Great Hameldon	5-5-2013	9.6	338.0
2643	Ras Y Diafol	5-5-2013	28.0	700.0
2544	Coiners	6-5-2013	12.2	405.0
2725	James Thorn	6-5-2013	8.0	491.0
2545	Wray Caton Moor	6-5-2013	11.0	335.0
2277	Burbage Skyline	7-5-2013	9.3	366.0
2427	Caradoc Classic	8-5-2013	5.6	268.0
2331	Lords Seat	8-5-2013	8.0	430.0
2548	Rainow 5	8-5-2013	8.0	229.0
2249	Belmont Winter Hill	11-5-2013	7.2	305.0
2549	Cressbrook Crawl	11-5-2013	10.5	350.0
2361	Fairfield Horseshoe	11-5-2013	14.5	914.0
2490	Glas Tulaichean Uphill	11-5-2013	7.0	670.0
2550	Last Drop Loop	11-5-2013	8.5	225.0
2338	Mount Famine	11-5-2013	8.0	564.0
2657	Steam Bunny Stomp	11-5-2013	11.3	447.0
2731	Bluebell Run	12-5-2013	8.0	366.0
2404	Trunce 3	13-5-2013	6.4	170.0
2698	Carraghan Fell	14-5-2013	4.0	300.0
2502	Jack Bloor Race	14-5-2013	8.4	350.0
2318	Mearley Clough	14-5-2013	5.6	366.0
2454	Blackstone Edge	15-5-2013	5.6	366.0
2233	Carlton Challenge	15-5-2013	8.0	360.0
2552	Kildwick	15-5-2013	6.0	245.0
2221	Latrigg	15-5-2013	4.8	290.0
2446	Shining Tor	15-5-2013	9.5	488.0
2470	Durris Mast	16-5-2013	8.8	305.0
2213	Bollington Festival 3 Peaks	18-5-2013	9.0	370.0
2510	Cader Idris	18-5-2013	16.9	915.0
2396	Charlesworth Chase	18-5-2013	8.3	366.0
2447	Old Counties Tops	18-5-2013	59.0	3050.0
2753	Totternish Ridge Race	18-5-2013	26.0	1800.0
2553	Glaramara	19-5-2013	8.0	700.0
2554	Settle Hills Intercounties Championship	19-5-2013	11.3	400.0
2190	Masson Hill	21-5-2013	7.5	360.0
2345	Totley Moor	21-5-2013	8.3	440.0
2443	Caw	22-5-2013	9.3	550.0
2555	Harrock Hill 1	22-5-2013	8.4	275.0
2332	Latterbarrow Loop	22-5-2013	4.6	250.0
2299	Vanessa Chappell	22-5-2013	9.0	401.0
2261	Little Long Run	24-5-2013	6.1	249.0
2359	Hutton Roof Crags	25-5-2013	11.3	397.0
2204	Jura	25-5-2013	28.0	2370.0
2395	Helvellyn And The Dodds	26-5-2013	24.0	1337.0
2231	Levisham Limping	26-5-2013	11.2	330.0
2421	Saddleworth	26-5-2013	4.8	290.0
2337	Austwick Amble	27-5-2013	13.0	365.0
2556	Bamford Sheepdog Trials	27-5-2013	7.2	305.0
2368	Ilkley Trail	27-5-2013	11.0	220.0
2758	Mynydd Myfyr	27-5-2013	6.5	150.0
2557	Shutlingsloe	27-5-2013	3.0	270.0
2559	Batch Bash	29-5-2013	4.8	305.0
2558	Kettleshulme	29-5-2013	9.6	336.0
2247	Roseberry Romp	30-5-2013	8.2	320.0
2191	Duddon	1-6-2013	29.0	1830.0
2293	Kelbrook	1-6-2013	5.5	213.0
2176	Pen Y Ghent	1-6-2013	9.5	564.0
2363	Welsh 1000m Peaks	1-6-2013	32.0	2440.0
2501	Wharfedale Off-road 1/2 Marathon	1-6-2013	21.0	590.0
2500	Wharfedale Off-road Marathon	1-6-2013	40.0	750.0
2481	Wincle Trout Run	1-6-2013	8.5	280.0
2457	Edenfield	2-6-2013	10.3	477.0
2393	Peat Pits Wood 3	2-6-2013	8.2	267.0
2560	Surrey Hills Race A	2-6-2013	30.0	800.0
2561	Surrey Hills Race B	2-6-2013	16.0	400.0
2562	Surrey Hills Race C	2-6-2013	10.0	200.0
2167	The Yomp	2-6-2013	37.0	1326.0
2496	Yetholm	2-6-2013	12.8	760.0
2405	Trunce 4	3-6-2013	6.4	170.0
2206	Paddys Pole	4-6-2013	6.0	336.0
2563	Blencathra	5-6-2013	13.0	825.0
2168	Boars Head	5-6-2013	13.0	403.0
2326	Calver Peak	5-6-2013	8.0	275.0
2229	Ossy Oiks	5-6-2013	8.5	525.0
2717	Otley Chevin	5-6-2013	4.5	210.0
2566	Abbey Anniversary	6-6-2013	8.0	549.0
2567	Denis Stitt Memorial Race	6-6-2013	6.0	370.0
2194	Hebden Bridge	6-6-2013	9.6	350.0
2319	Hendersons End	6-6-2013	9.4	300.0
2568	Tansley	6-6-2013	6.9	183.0
2453	Castleton	7-6-2013	10.8	458.0
2569	Alwinton	8-6-2013	22.5	884.0
2228	Bosley Fete	8-6-2013	7.5	250.0
2343	Ennerdale Horseshoe	8-6-2013	36.8	2290.0
2676	Moel Hebog	8-6-2013	6.7	750.0
2314	Traprain Law	8-6-2013	9.5	220.0
2756	Weets	8-6-2013	8.8	550.0
2365	Accelerate Edale Race	9-6-2013	7.6	402.0
2775	Kettlewell	9-6-2013	2.4	183.0
2474	Knowl Hill	9-6-2013	9.7	396.0
2339	Up The Beast	11-6-2013	7.2	458.0
2686	25th Ben Sheann	12-6-2013	3.3	390.0
2205	Cancelled Tebay	12-6-2013	13.0	914.0
2785	Cautley Horseshoe	12-6-2013	7.54	805.0
2670	Gogbatch Gallop	12-6-2013	1.6	100.0
2200	Holcombe Two Towers	12-6-2013	6.5	400.0
2726	Wormstones	12-6-2013	6.4	411.0
2644	Yr Hafod	12-6-2013	9.6	305.0
2282	Grindleford	13-6-2013	7.2	152.0
2440	Walsh Two Lads	13-6-2013	8.4	274.0
2788	Fun On The Fells	14-6-2013	5.0	193.0
2773	Brown Wardle	15-6-2013	3.13	261.0
2570	Buckden Pike	15-6-2013	6.0	486.0
2571	Cononley	15-6-2013	4.8	300.0
2679	Cwm Pennant Horseshoe	15-6-2013	24.0	1700.0
2280	Great Hill Race	15-6-2013	9.3	480.0
2734	Great Lakes Run	15-6-2013	21.0	2130.0
2347	Roman Wall Show	15-6-2013	7.1	189.0
2303	Vegan Welsh 3000s	15-6-2013	55.0	4500.0
2701	Arthur Jones Bradda Fell	16-6-2013	24.0	1250.0
2276	Darrens Dash	16-6-2013	9.6	457.0
2777	Hawkswick Dash	16-6-2013	1.9	183.0
2572	Sutton Pinnacles	16-6-2013	11.0	260.0
2424	Calton	18-6-2013	8.8	244.0
2675	Hotfoot Up Famau	19-6-2013	5.6	366.0
2380	Humbleton Fell	19-6-2013	8.5	240.0
2283	Langstrath	19-6-2013	7.5	430.0
2469	Rodneys Pillar Handicap	19-6-2013	6.3	290.0
2240	Whorlton Run	19-6-2013	10.0	427.0
2289	Aggies Staircase	20-6-2013	6.4	350.0
2306	Blacka Moor Chase	20-6-2013	10.0	440.0
2327	Wicken Hill Whizz	21-6-2013	4.5	320.0
2464	Coity	22-6-2013	8.0	300.0
2222	Darren Jones Clougha Pike	22-6-2013	7.9	400.0
2437	James Blakeley	22-6-2013	5.0	180.0
2328	Reservoir Bogs	22-6-2013	12.0	450.0
2683	Flagstaff To Carlingford	23-6-2013	16.6	950.0
2776	Helm Hill	23-6-2013	5.3	274.0
2715	Kinder Trog	23-6-2013	25.7	1064.0
2374	Moel-y-gamelin	23-6-2013	15.2	725.0
2329	Timothy Taylors Tom Tittiman	23-6-2013	6.4	210.0
2574	Windy Gyle	23-6-2013	13.7	549.0
2406	Trunce 5	24-6-2013	6.4	170.0
2177	Beacon Batch	25-6-2013	8.0	305.0
2270	Riber Run	25-6-2013	6.8	305.0
2575	Dockray- Great Dodd	26-6-2013	15.0	1100.0
2576	Eddies Revenge	26-6-2013	6.1	323.0
2577	Harrock Hill 2	26-6-2013	8.4	275.0
2223	Hope Wakes	26-6-2013	9.5	451.0
2732	Pontesbury	26-6-2013	4.9	354.0
2353	Kirkby Stephen Sports	28-6-2013	5.0	250.0
2309	Tideswell	28-6-2013	7.1	260.0
2668	Cancelled - Skye Rotary Trotternish Challenge	29-6-2013	33.0	2334.0
2578	Chrome Hill	29-6-2013	6.4	213.0
2312	Clif Bar 10 Peaks - The Lakes	29-6-2013	73.0	5600.0
2333	Darren Holloway Memorial Race	29-6-2013	34.0	2800.0
2178	Eldwick Gala	29-6-2013	4.8	168.0
2334	Foel Fras	29-6-2013	19.3	914.0
2238	Maybeck 3 Crosses	29-6-2013	9.4	390.0
2195	Whaley Waltz	29-6-2013	9.3	274.0
2742	Arnison Dash	30-6-2013	3.0	300.0
2472	Cronkley	30-6-2013	16.9	535.0
2786	Great Bakewell Pudding Race	30-6-2013	10.4	200.0
2755	Hawkswick Fingers	30-6-2013	8.0	500.0
2294	Langley Fete	30-6-2013	4.5	198.0
2192	North Devon  Aonb Marathon	30-6-2013	42.2	1031.0
2193	North Devon Aonb Half Marathon	30-6-2013	22.0	413.0
2782	20 Barriers	2-7-2013	8.0	160.0
2372	Saltwell Harriers	2-7-2013	9.0	300.0
2736	Askham	3-7-2013	12.0	500.0
2286	Cragg Vale	3-7-2013	6.4	244.0
2581	Reston Scar Scamper	3-7-2013	6.0	301.0
2582	Flan Fell	4-7-2013	2.9	100.0
2583	Gibson Grind	4-7-2013	14.0	400.0
2760	Winster	4-7-2013	5.1	177.0
2250	Charmouth Challenge	6-7-2013	12.4	580.0
2435	Chevy Chase	6-7-2013	32.2	1219.0
2655	Dollar	6-7-2013	15.0	1030.0
2588	Heptonstall Festival	6-7-2013	9.5	496.0
2691	James Coulson Laxey Fell	6-7-2013	13.0	650.0
2678	Moel Siabod	6-7-2013	8.7	700.0
2719	Oakworth Haul	6-7-2013	9.0	250.0
2284	Tockholes	6-7-2013	9.3	335.0
2196	Bampton Sports Day	7-7-2013	8.8	244.0
2236	Carlton Midsummer Meander	7-7-2013	10.0	457.0
2584	Langdale Gala	7-7-2013	4.5	410.0
2394	Skiddaw	7-7-2013	14.5	823.0
2739	Wharfedale Ttt Race 3	7-7-2013	2.4	152.0
2317	Hathersage Gala	8-7-2013	7.2	325.0
2214	Stoodley Pike	9-7-2013	5.0	213.0
2307	Black Rocks	10-7-2013	9.0	250.0
2585	Stirton	10-7-2013	9.0	360.0
2292	Beacon Hill	11-7-2013	9.7	458.0
2586	Bull Hill	11-7-2013	8.8	335.0
2355	Sedbergh Sports	12-7-2013	5.6	400.0
3364	Addingham Gala	13-7-2013	9.5	300.0
2587	Baildon Carnival	13-7-2013	5.6	152.0
2429	Charlesworth Carnival	13-7-2013	5.1	180.0
2748	Dig Deep Intro Ultra	13-7-2013	50.0	1388.0
2201	Pen Y Fan	13-7-2013	5.8	588.0
2169	Tal Y Fan	13-7-2013	12.8	786.0
2589	Thurlstone Chase	13-7-2013	6.4	244.0
2746	Ultra Tour Of The Peak District	13-7-2013	100.0	2722.0
2590	Wasdale	13-7-2013	34.0	2750.0
2152	12.12	14-7-2013	19.3	633.0
2208	Bollington Nostalgia	14-7-2013	11.4	372.0
2411	Broomhead Chase	14-7-2013	5.6	250.0
2772	Cosdon	14-7-2013	5.2	315.0
2202	Fan Y Big Horseshoe	14-7-2013	16.5	670.0
2275	Holme Moss	14-7-2013	25.5	1285.0
2179	Peak Forest	14-7-2013	9.7	198.0
2407	Trunce 6	15-7-2013	6.4	170.0
2274	Bamford Carnival	17-7-2013	7.3	305.0
2239	Cock Howe And Beyond	17-7-2013	11.5	460.0
2591	Stiperstones	17-7-2013	5.1	244.0
2688	The Druid	17-7-2013	8.0	366.0
2383	Widdop	17-7-2013	11.3	366.0
2716	Sheldon	18-7-2013	6.4	162.0
2426	Bingley Show	20-7-2013	4.8	175.0
2727	Crowden Horseshoe	20-7-2013	12.9	518.0
2207	Ingleborough	20-7-2013	11.0	600.0
2783	Kerridge Climb	20-7-2013	1.6	95.0
2209	North Bovey Fair	20-7-2013	5.5	260.0
2212	Snowdon	20-7-2013	16.1	1006.0
2471	Warton Crag	20-7-2013	9.3	183.0
2495	Coniston Country Fair	21-7-2013	9.7	732.0
2780	Cracoe	21-7-2013	4.2	274.0
2592	Great Hucklow	21-7-2013	9.8	340.0
2593	Kentmere Horseshoe	21-7-2013	19.8	1006.0
2425	Fellside	23-7-2013	11.3	598.0
2438	Goyts Moss	24-7-2013	11.2	430.0
2674	Green Green Grass Of Home	24-7-2013	7.2	457.0
2594	Harrock Hill 3	24-7-2013	8.4	275.0
2595	Heart Of The Lakes Rydal Round	25-7-2013	14.5	915.0
2596	Stoney Middleton	25-7-2013	8.5	200.0
2180	Beetham Sports	27-7-2013	9.3	283.0
2432	Ben Rinnes Five Tops	27-7-2013	22.6	1500.0
2499	Blisco Dash	27-7-2013	8.0	650.0
2597	Lingmell Dash	27-7-2013	7.2	762.0
2311	Old Crown Round	27-7-2013	41.8	2457.0
2711	Push-up-the-pincyn	27-7-2013	10.0	396.0
2455	Turnslack	27-7-2013	12.9	610.0
2385	James Herriot Run	28-7-2013	14.0	305.0
2408	Trunce 7	29-7-2013	6.4	170.0
2237	Gribdale Gallop	31-7-2013	11.6	585.0
2488	Top Of Leach	31-7-2013	8.0	320.0
2397	Derbyshire Chevin 1	1-8-2013	7.3	259.0
2362	Salt Cellar	2-8-2013	10.9	486.0
2598	Borrowdale	3-8-2013	27.0	2000.0
2512	Creag Dhubh	3-8-2013	7.0	402.0
2599	Great West	3-8-2013	8.0	415.0
2600	Hellifield Gala	3-8-2013	5.6	260.0
2414	Osmotherley Show	3-8-2013	8.8	320.0
2601	Teggs Nose	3-8-2013	11.7	525.0
2677	Y Garn	3-8-2013	4.5	460.0
2220	Blakey Blitz - New Date	4-8-2013	17.0	855.0
2602	Bridges Or Bust	4-8-2013	12.2	470.0
2778	Farlton Knott	4-8-2013	7.2	457.0
2181	Round Hill	4-8-2013	14.1	335.0
2431	Worsthorne Moor	4-8-2013	10.9	274.0
2603	Bradwell	6-8-2013	6.0	230.0
2493	Crow Hill Reverse	6-8-2013	8.0	305.0
2197	Parwich Panoramic Five	6-8-2013	8.5	200.0
2604	Cracken Edge	7-8-2013	11.3	442.0
2373	Ponderosa	7-8-2013	6.4	289.0
2605	Steel Fell	7-8-2013	5.0	400.0
2486	Whittle Pike	7-8-2013	8.2	488.0
2308	Rickys Race	8-8-2013	7.3	240.0
2248	Toms Bransdale Race	8-8-2013	12.0	400.0
2699	North Barrule	9-8-2013	6.0	500.0
2185	Arncliffe Gala	10-8-2013	3.0	140.0
2654	Brecon Beacons	10-8-2013	30.6	1372.0
2382	Half Tour Of Bradwell	10-8-2013	25.0	970.0
2381	Long Tour Of Bradwell	10-8-2013	52.7	2200.0
2664	Mourne Seven Sevens	10-8-2013	30.0	2680.0
2606	Turner Landscape	10-8-2013	17.0	910.0
2462	Boulsworth	11-8-2013	12.0	390.0
2387	Forest Burn	11-8-2013	5.6	150.0
2378	Gladstone 9	11-8-2013	14.5	855.0
2709	Lowther Trail	11-8-2013	21.0	430.0
2267	Eccles Pike	14-8-2013	5.4	305.0
2235	Guisborough Grunt	14-8-2013	10.0	416.0
2358	Pilgrims Cross	14-8-2013	9.7	336.0
2370	Darwen Gala	17-8-2013	6.0	283.0
2607	Gargrave Show	17-8-2013	5.6	274.0
2323	Howtown	17-8-2013	20.6	1415.0
2436	Rusland 5	17-8-2013	7.8	310.0
2483	Sticklepath Horseshoe	17-8-2013	15.5	519.0
2211	Belper Rugby Rover	18-8-2013	30.0	671.0
2489	Lakeland Country Fair	18-8-2013	11.0	716.0
2335	Lomonds Of Fife	18-8-2013	16.2	760.0
2730	Sedbergh Hills	18-8-2013	22.5	1830.0
2409	Trunce 8	19-8-2013	6.4	170.0
2322	Shipman Knotts	20-8-2013	6.0	400.0
2608	Crook Peak Cake Race	21-8-2013	4.8	200.0
2430	Golf Ball	21-8-2013	8.8	244.0
2609	Round Latrigg	21-8-2013	8.8	244.0
2738	Arnison Crag Horseshoe	24-8-2013	5.0	300.0
2610	Burnsall Classic	24-8-2013	2.4	274.0
2611	Cancelled - Rise Hill	24-8-2013	4.7	422.0
2442	Chipping Show	24-8-2013	12.1	549.0
2479	Falstone Falcon	24-8-2013	8.0	230.0
2656	Ochil 2000s	24-8-2013	30.0	1525.0
2388	Pendleton	24-8-2013	8.0	457.0
2648	Tryfan Downhill Dash	24-8-2013	1.0	-680.0
2354	Weasdale Horseshoe	24-8-2013	14.0	610.0
2399	Bradbourne	25-8-2013	8.9	259.0
2671	Cnicht	25-8-2013	7.2	564.0
2774	David Bell Memorial Hoppits Hill Race	25-8-2013	5.6	250.0
2612	Grasmere Senior Guides Race	25-8-2013	2.5	270.0
2225	Tour Of Norland Moor	25-8-2013	10.1	270.0
2463	Cilcain	26-8-2013	7.4	392.0
3028	Barrel Inn	27-8-2013	10.4	460.0
2789	Kilnsey Crag	27-8-2013	2.0	124.0
2613	Ennerdale Show	28-8-2013	3.0	200.0
2614	Harrock Hill 4	28-8-2013	8.4	275.0
2257	Inclined To Madness	28-8-2013	10.0	375.0
2459	Ragleth Inn	28-8-2013	6.5	488.0
2615	Bellingham Show	31-8-2013	6.4	183.0
2304	Blackshaw Head Fete	31-8-2013	8.9	274.0
2658	Dufton Show	31-8-2013	8.0	460.0
2791	Hesket Newmarket Show	31-8-2013	13.6	538.0
2771	Oke Croak	31-8-2013	16.7	628.0
2497	Bradley	1-9-2013	6.0	230.0
2511	Cancelled - Y Berwyn	1-9-2013	20.5	1080.0
2344	Exterminator	1-9-2013	25.7	1290.0
2297	Loweswater Show	1-9-2013	4.2	305.0
2182	Shelf Moor	1-9-2013	9.1	457.0
2398	Derbyshire Chevin 2	4-9-2013	4.6	183.0
2271	Ilkley Incline	4-9-2013	1.6	171.0
2616	Sourton Tor	4-9-2013	3.9	244.0
2376	Hades Hill	5-9-2013	8.0	360.0
2754	Great Longstone Chase	6-9-2013	7.7	290.0
2506	Ben Nevis	7-9-2013	14.0	1347.0
2641	Cancelled - Moel Wnion	7-9-2013	7.5	540.0
2313	Clif Bar 10 Peaks - Brecon Beacons	7-9-2013	89.0	4800.0
2480	Derek Price Memorial Grisedale Horseshoe	7-9-2013	16.0	1525.0
2617	Longshaw Sheepdog Trials	7-9-2013	9.7	305.0
2798	Morrone	7-9-2013	6.1	310.0
2300	Cancelled - Coombes Tor	8-9-2013	10.9	457.0
2728	Padfield Plum Fair Scamper	8-9-2013	8.8	320.0
2618	Stretton Skyline	8-9-2013	30.5	1357.0
2792	Whitfield Village Fair	8-9-2013	7.6	204.0
2721	Yorkshireman Off Road Half Marathon	8-9-2013	24.0	650.0
2720	Yorkshireman Off Road Marathon	8-9-2013	42.0	1000.0
2410	Trunce 9	9-9-2013	6.4	170.0
2254	Roseberry Topping	11-9-2013	2.3	217.0
2784	Cancelled - Whernside	14-9-2013	19.5	906.0
2356	Great Westmorland Trail	14-9-2013	13.0	400.0
2647	Half Peris Horseshoe	14-9-2013	13.7	1372.0
2619	Hodder Valley Show	14-9-2013	10.0	350.0
