course_id	result_id	name	date	dist(km)	climb(m)	score
2457	1942	Edenfield	2-6-2013	10.3	477.0	11596.00818
2393	1943	Peat Pits Wood 3	2-6-2013	8.2	267.0	1325.99619
2167	1941	The Yomp	2-6-2013	37.0	1326.0	2998.996179
2405	2131	Trunce 4	3-6-2013	6.4	170.0	1767.024659
2206	2037	Paddys Pole	4-6-2013	6.0	336.0	3045.998629
2168	1959	Boars Head	5-6-2013	13.0	403.0	2216.010359
2326	1985	Calver Peak	5-6-2013	8.0	275.0	2636.001444
2717	2036	Otley Chevin	5-6-2013	4.5	210.0	804.989039
2566	1992	Abbey Anniversary	6-6-2013	8.0	549.0	835.013784
2567	1987	Denis Stitt Memorial Race	6-6-2013	6.0	370.0	1910.022559
2676	1983	Moel Hebog	8-6-2013	6.7	750.0	1659.002935
2756	2040	Weets	8-6-2013	8.8	550.0	2234.003643
2474	2041	Knowl Hill	9-6-2013	9.7	396.0	2616.998506
2726	1958	Wormstones	12-6-2013	6.4	411.0	1855.014918
2773	1953	Brown Wardle	15-6-2013	3.13	261.0	2804.994455
2570	1961	Buckden Pike	15-6-2013	6.0	486.0	2093.997916
2679	1954	Cwm Pennant Horseshoe	15-6-2013	24.0	1700.0	56999.999995
2280	1955	Great Hill Race	15-6-2013	9.3	480.0	1084.067422
2734	1970	Great Lakes Run	15-6-2013	21.0	2130.0	2663.995804
2572	2391	Sutton Pinnacles	16-6-2013	11.0	260.0	3946.970655
2424	1972	Calton	18-6-2013	8.8	244.0	2353.067187
2283	1971	Langstrath	19-6-2013	7.5	430.0	6873.999407
2437	1990	James Blakeley	22-6-2013	5.0	180.0	1804.989418
2715	1988	Kinder Trog	23-6-2013	25.7	1064.0	141659.999869
2406	2092	Trunce 5	24-6-2013	6.4	170.0	898.058315
2270	1993	Riber Run	25-6-2013	6.8	305.0	2769.006473
2576	2060	Eddies Revenge	26-6-2013	6.1	323.0	2784.996845
2577	2014	Harrock Hill 2	26-6-2013	8.4	275.0	2220.002503
2195	2105	Whaley Waltz	29-6-2013	9.3	274.0	1627.00316
2294	2124	Langley Fete	30-6-2013	4.5	198.0	1974.986374
2372	2166	Saltwell Harriers	2-7-2013	9.0	300.0	2414.000377
2581	2001	Reston Scar Scamper	3-7-2013	6.0	301.0	3441.997435
2719	1995	Oakworth Haul	6-7-2013	9.0	250.0	1772.007405
2739	2017	Wharfedale Ttt Race 3	7-7-2013	2.4	152.0	3106.998424
2317	2002	Hathersage Gala	8-7-2013	7.2	325.0	1817.013215
2214	1996	Stoodley Pike	9-7-2013	5.0	213.0	1139.047185
2585	1997	Stirton	10-7-2013	9.0	360.0	2223.99576
2586	2134	Bull Hill	11-7-2013	8.8	335.0	7383.00951
2275	2020	Holme Moss	14-7-2013	25.5	1285.0	2556.985593
2179	2024	Peak Forest	14-7-2013	9.7	198.0	9199.003611
2407	2093	Trunce 6	15-7-2013	6.4	170.0	1972.02352
2383	2035	Widdop	17-7-2013	11.3	366.0	1895.000508
2716	2026	Sheldon	18-7-2013	6.4	162.0	2063.998494
2727	2023	Crowden Horseshoe	20-7-2013	12.9	518.0	5318.010196
2471	2135	Warton Crag	20-7-2013	9.3	183.0	2968.999467
2495	2027	Coniston Country Fair	21-7-2013	9.7	732.0	2436.007726
2593	2051	Kentmere Horseshoe	21-7-2013	19.8	1006.0	167459.999983
2438	2106	Goyts Moss	24-7-2013	11.2	430.0	2634.008799
2594	2042	Harrock Hill 3	24-7-2013	8.4	275.0	1868.013142
2499	2043	Blisco Dash	27-7-2013	8.0	650.0	2252.033671
2711	2053	Push-up-the-pincyn	27-7-2013	10.0	396.0	3368.998669
2455	2045	Turnslack	27-7-2013	12.9	610.0	4694.990078
2385	2136	James Herriot Run	28-7-2013	14.0	305.0	7364.019409
2408	2094	Trunce 7	29-7-2013	6.4	170.0	875.281181
2362	2061	Salt Cellar	2-8-2013	10.9	486.0	3080.002959
2602	2116	Bridges Or Bust	4-8-2013	12.2	470.0	2989.015087
2181	2055	Round Hill	4-8-2013	14.1	335.0	2388.014202
2431	2057	Worsthorne Moor	4-8-2013	10.9	274.0	1925.007998
2603	2062	Bradwell	6-8-2013	6.0	230.0	1159.998236
2604	2114	Cracken Edge	7-8-2013	11.3	442.0	3094.998113
2373	2115	Ponderosa	7-8-2013	6.4	289.0	4421.999918
2654	2120	Brecon Beacons	10-8-2013	30.6	1372.0	3973.995647
2382	2110	Half Tour Of Bradwell	10-8-2013	25.0	970.0	2956.999226
2381	2111	Long Tour Of Bradwell	10-8-2013	52.7	2200.0	2117.998799
2606	2070	Turner Landscape	10-8-2013	17.0	910.0	531.058673
2462	2067	Boulsworth	11-8-2013	12.0	390.0	4260.996686
2267	2076	Eccles Pike	14-8-2013	5.4	305.0	2977.003913
2323	2108	Howtown	17-8-2013	20.6	1415.0	4168.998706
2211	2138	Belper Rugby Rover	18-8-2013	30.0	671.0	2891.998417
2489	2121	Lakeland Country Fair	18-8-2013	11.0	716.0	1501.990462
2730	2122	Sedbergh Hills	18-8-2013	22.5	1830.0	5668.000407
2409	2132	Trunce 8	19-8-2013	6.4	170.0	1531.031923
2388	2125	Pendleton	24-8-2013	8.0	457.0	1921.993829
2774	2128	David Bell Memorial Hoppits Hill Race	25-8-2013	5.6	250.0	2480.03011
2225	2140	Tour Of Norland Moor	25-8-2013	10.1	270.0	1425.01531
3028	2129	Barrel Inn	27-8-2013	10.4	460.0	1791.987214
2613	2141	Ennerdale Show	28-8-2013	3.0	200.0	1052.014058
2614	2144	Harrock Hill 4	28-8-2013	8.4	275.0	3950.998598
2304	2217	Blackshaw Head Fete	31-8-2013	8.9	274.0	2873.009982
2658	2172	Dufton Show	31-8-2013	8.0	460.0	1478.997791
2791	2142	Hesket Newmarket Show	31-8-2013	13.6	538.0	2114.015858
2182	2170	Shelf Moor	1-9-2013	9.1	457.0	5644.998945
2618	2146	Stretton Skyline	8-9-2013	30.5	1357.0	76500.000307
2721	2149	Yorkshireman Off Road Half Marathon	8-9-2013	24.0	650.0	1083.021627
2720	2147	Yorkshireman Off Road Marathon	8-9-2013	42.0	1000.0	1856.018659
2647	2155	Half Peris Horseshoe	14-9-2013	13.7	1372.0	2109.003247
2646	2154	Peris Horseshoe	14-9-2013	28.2	2590.0	1250.999725
2310	2171	Fit As A Butchers Dog	15-9-2013	6.1	330.0	2330.000858
2301	2164	Good Shepherd	21-9-2013	23.0	610.0	2376.023987
2498	2165	Three Shires	21-9-2013	20.0	1220.0	8066.998449
2622	2160	Beefys Nab	22-9-2013	4.8	198.0	914.002989
2663	2179	Arenig Fawr	29-9-2013	13.0	1000.0	2250.020377
2419	2221	Saddleworth Edges	5-10-2013	13.0	350.0	1832.998762
2366	2668	Manor Water Hill	12-10-2013	16.0	670.0	1144.009185
2735	2176	Great Whernside	26-10-2013	6.5	475.0	8274.002354
2452	2189	Passing Clouds	27-10-2013	15.7	565.0	5720.001666
2320	2180	Dunnerdale	9-11-2013	8.0	550.0	4159.01726
2508	2184	Rhobell Fawr	9-11-2013	10.3	562.0	1932.003446
2631	2188	Leg It Round Lathkil	10-11-2013	11.5	290.0	2761.00937
2794	2195	Arnside Knott	17-11-2013	8.85	280.0	1990.005064
2305	2190	Tour Of Pendle	23-11-2013	27.0	1473.0	2575.011095
2264	2191	Mytholmroyd	8-12-2013	11.3	411.0	1188.018107
2844	2192	Really Wild Boar	14-12-2013	8.0	427.0	1030.013962
2448	2193	Wansfell	28-12-2013	3.3	405.0	2096.000823
3404	2194	Giants Tooth	1-1-2014	4.8	120.0	3649.998565
2967	2201	Trigger	12-1-2014	35.0	1500.0	4448.009552
2892	2202	Yha king Of The Castle	12-1-2014	2.5	200.0	4287.014913
3244	2208	Tigger Tor	26-1-2014	14.5	514.0	1620.004764
3322	2225	Tarren Hendre	1-2-2014	9.7	610.0	3649.998565
3150	2226	Wadsworth Trog	8-2-2014	32.2	1220.0	5644.998945
2811	2230	Windy Hill	16-2-2014	14.5	390.0	6711.004832
3203	2238	Ovenden	22-2-2014	13.0	366.0	3469.009453
3113	2241	Black Combe	1-3-2014	13.0	1000.0	6929.999499
3128	2243	Ian Roberts	9-3-2014	10.3	260.0	2468.005067
3055	2246	Middlefell	15-3-2014	10.6	518.0	7685.002959
3360	2248	Wolfs Pit	16-3-2014	9.0	450.0	3136.99596
2968	2253	Don Morrison Memorial Edale Skyline	23-3-2014	34.0	1373.0	2599.999396
3372	2274	Donard Challenge	29-3-2014	7.5	850.0	1570.029945
2980	2268	David Bell Memorial - Spring	30-3-2014	5.6	250.0	1439.996915
3343	2256	Lads Leap	30-3-2014	9.5	518.0	4840.996792
3160	2254	Rivock Edge	30-3-2014	10.9	269.0	1965.009044
3386	2639	Lakes Mountain 42	5-4-2014	60.0	2000.0	13216.003662
3157	2257	Pendle	5-4-2014	7.3	457.0	7611.001708
2994	2278	Coledale Horseshoe	12-4-2014	13.7	915.0	2526.000349
3170	2285	Wardle Skyline	12-4-2014	11.3	381.0	2227.00315
3171	2272	Boulsworth Bog	13-4-2014	13.2	425.0	4340.022021
2823	2277	Loughrigg	16-4-2014	6.4	330.0	3149.994406
3312	3782	Rivington Pike	19-4-2014	5.2	213.0	1060.087103
3208	2283	Snaefell	26-4-2014	8.0	550.0	1902.031487
3287	2286	Orchan Rocks	29-4-2014	5.4	280.0	2143.998772
2813	2294	Pentyrch	29-4-2014	11.0	488.0	2401.010768
3241	2638	Dockray - Hartside	30-4-2014	10.0	800.0	2010.998778
3246	2307	Tigers Todger	30-4-2014	9.6	259.0	1523.981741
3083	2304	Wrekin Streak	30-4-2014	4.5	247.0	2182.964134
3339	2292	Chunal	3-5-2014	4.8	305.0	1048.016004
3115	2398	Coniston	3-5-2014	14.0	1065.0	1370.008226
3164	2289	Fells And Bells	3-5-2014	8.5	310.0	1318.998768
3104	2322	Coiners	5-5-2014	12.2	405.0	2227.999862
3342	2291	James Thorn	5-5-2014	8.0	491.0	4861.005253
3253	2305	Lothersdale	7-5-2014	5.8	180.0	1106.998999
3347	2335	Rainow 5	7-5-2014	8.0	229.0	9404.001037
3190	2315	Jack Bloor Race	13-5-2014	8.4	350.0	2485.006904
3336	2318	Blackstone Edge	14-5-2014	5.6	366.0	1806.002705
2899	2316	Latrigg	14-5-2014	4.8	290.0	1074.020154
3405	2329	May Queen	16-5-2014	4.7	200.0	1711.986627
3318	2326	Charlesworth Chase	17-5-2014	8.3	366.0	2533.997336
3139	2338	Lantern Pike Dash	18-5-2014	2.0	200.0	2264.003253
3418	2336	Mynydd Myfyr	18-5-2014	6.5	125.0	2394.014688
3222	2820	Totley Moor	20-5-2014	8.3	440.0	11393.011723
3252	2330	Kildwick	21-5-2014	6.0	245.0	2035.986687
3111	2382	Latterbarrow Loop	21-5-2014	4.6	250.0	101520.000289
3007	2340	Saddleworth	25-5-2014	4.8	290.0	2391.001474
3091	2350	Austwick Amble	26-5-2014	13.0	365.0	1910.012644
3081	2346	Shutlingsloe	26-5-2014	3.0	270.0	1921.001188
3124	2365	Harrock Hill 1	28-5-2014	8.4	275.0	6642.992135
2923	2364	Kelbrook	31-5-2014	5.5	213.0	1552.995992
3328	2367	West Nab	31-5-2014	9.5	500.0	1130.03055
2886	2360	Wincle Trout	31-5-2014	9.5	300.0	3277.994739
3060	2353	Edenfield	1-6-2014	10.3	477.0	2808.989742
3062	2366	Paddys Pole	3-6-2014	6.0	336.0	2456.996146
3414	2383	Blencathra	4-6-2014	13.0	825.0	2040.011968
2975	2370	Boars Head	4-6-2014	13.0	403.0	8986.002138
3156	2432	Otley Chevin	4-6-2014	4.5	210.0	17187.999658
3224	2375	Abbey Anniversary	5-6-2014	8.0	549.0	9461.005466
3402	2372	Castleton	6-6-2014	10.8	458.0	7448.001816
3226	2374	Alwinton	7-6-2014	22.5	884.0	2586.009409
3100	2397	Ennerdale Horseshoe	7-6-2014	36.8	2290.0	1697.005636
2900	2746	Pen Y Ghent	7-6-2014	9.5	564.0	4373.997334
2918	2378	Weets	7-6-2014	8.8	550.0	4642.001223
2834	2377	Tebay	11-6-2014	13.0	914.0	3250.01694
3008	2379	Cwm Pennant Horseshoe	14-6-2014	27.0	1800.0	2786.001328
3415	2381	Howtown	14-6-2014	20.6	1415.0	1319.009177
2896	2396	Darrens Dash	15-6-2014	9.6	457.0	2220.009194
3040	2384	Knowl Hill	15-6-2014	9.7	396.0	1322.001201
3299	2390	Passing Clouds	15-6-2014	15.7	565.0	4077.034858
3321	2380	Sutton Fell	15-6-2014	11.0	260.0	2681.003811
2863	2393	Bridestone	17-6-2014	7.5	375.0	2368.997332
3153	2392	Calton	17-6-2014	8.8	244.0	4021.01122
3232	2431	Cautley Horseshoe	18-6-2014	7.54	805.0	1125.033423
2796	2394	Langstrath	18-6-2014	7.5	430.0	118980.000041
3120	2395	Aggies Staircase	19-6-2014	6.4	350.0	2246.992507
3438	2415	John Clarke Memorial Race	20-6-2014	5.0	290.0	42600.000207
3329	2423	Wicken Hill Whizz	20-6-2014	4.5	320.0	3345.997109
3163	2401	Brown Wardle	21-6-2014	3.13	261.0	2274.003004
3049	2405	Buckden Pike	21-6-2014	6.0	486.0	62280.000018
3129	2404	James Blakeley	21-6-2014	5.0	180.0	3767.999529
3305	2424	Reservoir Bogs	21-6-2014	12.0	450.0	2536.002265
3332	2403	Windy Gyle	22-6-2014	13.7	549.0	2520.01402
2841	2417	Riber Run	24-6-2014	6.8	305.0	5263.998967
3240	2637	Dockray- Great Dodd	25-6-2014	15.0	1100.0	2346.994784
2859	2418	Eddies Revenge	25-6-2014	6.1	323.0	2238.000471
3127	2448	Harrock Hill 2	25-6-2014	8.4	275.0	1995.995424
3110	2430	Darren Holloway Memorial Race	28-6-2014	35.5	2515.0	4448.999597
3361	2428	Dollar	28-6-2014	15.0	1030.0	1294.999432
2815	2453	Eldwick Gala	28-6-2014	4.8	168.0	5553.015607
3373	2427	Settle Hills	29-6-2014	11.3	400.0	8325.002007
3079	2490	Saltwell Harriers	1-7-2014	9.0	300.0	3307.003002
2885	2429	Cragg Vale	2-7-2014	6.4	244.0	3110.016062
3368	2442	Reston Scar Scamper	2-7-2014	6.0	301.0	1670.005021
3003	2434	Tockholes Evening	3-7-2014	9.4	310.0	1773.995673
3198	2435	James Coulson Laxey Fell	5-7-2014	13.0	650.0	3319.998942
2902	2433	Moel Siabod	5-7-2014	8.7	700.0	2841.003822
2870	2444	Bampton Sports Day	6-7-2014	8.8	244.0	138180.00001
3018	2447	Skiddaw	6-7-2014	14.5	823.0	4267.001143
3071	2441	Hathersage Gala	7-7-2014	7.2	325.0	1819.001914
3036	2436	Stoodley Pike	8-7-2014	5.0	213.0	2180.999238
3351	2539	Wormstones	9-7-2014	6.4	411.0	2023.999052
3231	2443	Bull Hill	10-7-2014	8.8	335.0	2001.032522
3294	2475	Oakworth Haul	12-7-2014	9.0	250.0	804.085501
2801	2454	Tal Y Fan	12-7-2014	12.8	786.0	61020.000162
2819	2468	Bollington Nostalgia	13-7-2014	11.4	372.0	1210.008447
3169	2459	Blisco Dash	16-7-2014	8.0	650.0	3095.000106
3063	2455	Widdop	16-7-2014	11.3	366.0	4287.998122
3068	2464	Sheldon	17-7-2014	6.4	162.0	2602.994683
3121	2463	Bingley Show	19-7-2014	10.0	233.0	2560.998749
2878	2460	Ingleborough	19-7-2014	11.0	600.0	2683.010784
3017	2470	Green Green Grass Of Home	23-7-2014	7.2	457.0	2053.994781
3126	2471	Harrock Hill 3	23-7-2014	8.4	275.0	1610.000258
2891	2473	Ben Rinnes Five Tops	26-7-2014	22.6	1500.0	1908.989843
3350	2472	Turnslack	26-7-2014	12.9	610.0	3545.9993
3194	2474	Bridges Or Bust	27-7-2014	12.2	470.0	10161.019574
3403	2480	Cock Hill Wood	31-7-2014	5.4	339.0	6982.000316
3112	2483	Salt Cellar	1-8-2014	10.9	486.0	90000.000398
2866	2488	Borrowdale	2-8-2014	27.0	2000.0	4130.016276
2826	2484	Hellifield Gala	2-8-2014	5.6	260.0	2912.996715
3175	2503	Osmotherley Show	2-8-2014	8.8	320.0	1421.987297
3099	2492	Teggs Nose	2-8-2014	11.7	525.0	1975.047769
2937	2496	Arenig Fawr	3-8-2014	13.0	1000.0	10306.010229
3367	2511	Worsthorne Moor	3-8-2014	10.9	274.0	4279.991129
3242	2494	Bradwell	5-8-2014	6.0	230.0	1515.961027
3118	2495	Crow Hill Reverse	5-8-2014	8.0	305.0	2943.003132
3035	2498	Turner Landscape	9-8-2014	17.0	910.0	5138.002737
3136	2508	Round Hill	10-8-2014	14.1	335.0	1387.999748
3407	2504	Eccles Pike	13-8-2014	5.4	305.0	2532.998162
3052	2507	Lakeland Country Fair	17-8-2014	11.0	716.0	2721.998219
3212	2510	Sedbergh Hills	17-8-2014	22.5	1830.0	2406.992704
2817	2587	Crook Peak Cake Race	20-8-2014	4.8	200.0	1421.013121
3046	2522	Round Latrigg	20-8-2014	8.8	244.0	1204.038488
3019	2537	Pendleton	23-8-2014	8.0	457.0	12966.005433
3369	2551	Grasmere Senior Guides Race	24-8-2014	2.5	270.0	2592.009726
2810	2516	Sheep Fell Over	24-8-2014	5.0	193.0	2263.010956
3245	2515	Tour Of Norland Moor	24-8-2014	10.1	270.0	7570.011743
3441	2519	Barrow	25-8-2014	5.7	435.0	997.014632
3027	2521	Barrel Inn	26-8-2014	10.4	460.0	1050.024643
3125	2530	Harrock Hill 4	27-8-2014	8.4	275.0	2233.992149
3066	2532	Dufton Show	30-8-2014	8.0	460.0	7887.002757
3041	2525	Longshaw Sheepdog Trials	30-8-2014	9.7	305.0	5125.996149
3279	2524	Maesgwm Muddle	30-8-2014	14.0	850.0	2453.000903
3419	2526	Pendle 3 Peaks	30-8-2014	14.5	825.0	1761.023994
2800	2534	Hades Hill	4-9-2014	8.0	360.0	2281.999949
3377	2576	Derek Price Memorial Grisedale Horseshoe	6-9-2014	16.0	1525.0	9640.999705
3189	2536	Exterminator	7-9-2014	25.7	1290.0	2034.010483
3263	2597	Stretton Skyline	7-9-2014	30.5	1357.0	5586.999798
2912	2707	Great Westmorland Trail	13-9-2014	13.0	400.0	11640.005523
3188	2562	Hodder Valley Show	13-9-2014	6.4	470.0	1700.988539
3201	2600	Nine Edges Endurance	13-9-2014	32.8	893.0	883.555012
2910	2564	St  Boniface Fell	13-9-2014	3.9	235.0	1303.996893
2909	2565	Ventnor Horseshoe	13-9-2014	12.0	443.0	2047.998863
3345	2572	Padfield Plum Fair Scamper	14-9-2014	8.8	320.0	6424.999731
3442	2557	Whitfield Village Fair	14-9-2014	7.6	204.0	10336.009185
2906	2566	Wroxall Round	14-9-2014	21.1	487.0	2532.021517
2846	2579	Lantern Pike	20-9-2014	8.0	320.0	2367.000857
3096	2578	Dale Head	21-9-2014	7.3	675.0	1202.013736
3398	2570	Pendle Memorial	21-9-2014	5.3	310.0	2275.999872
3030	2698	Black Mountains	27-9-2014	27.4	1586.0	3198.008345
3266	2589	Good Shepherd	27-9-2014	23.0	610.0	1886.003756
3379	2586	Orton Autumn Fair	27-9-2014	10.0	258.0	12532.001283
3289	2699	Sandstone Trail Race A	27-9-2014	27.5	655.0	8947.003827
3290	2700	Sandstone Trail Race B	27-9-2014	17.0	288.0	11909.002447
2845	2591	Thieveley Pike	27-9-2014	7.0	400.0	4758.023677
3159	2692	Breidden Hills	5-10-2014	11.0	690.0	1965.015551
3443	2596	Curbar Commotion	5-10-2014	13.5	500.0	4278.992007
3303	2604	Langdale Horseshoe	11-10-2014	21.1	1450.0	1848.014759
3011	2667	Manor Water	11-10-2014	16.0	670.0	2393.004873
3070	2605	Screes	18-10-2014	7.9	475.0	150.150588
3106	2610	Buttermere Shepherds Meet	25-10-2014	2.75	300.0	2130.985561
3122	2607	Great Whernside	25-10-2014	6.5	475.0	113160.000353
3249	2606	Bronte Way	26-10-2014	13.0	351.0	1622.001873
3469	2612	Really Wild Boar	1-11-2014	8.0	427.0	2977.997648
3056	2650	Shepherds Skyline	1-11-2014	10.0	350.0	2933.002769
3363	2621	Clwydian Hills	2-11-2014	14.4	915.0	1897.004796
3061	2615	Dunnerdale	8-11-2014	8.0	550.0	5392.009939
3306	2620	Rhobell Fawr	8-11-2014	10.3	562.0	2952.015455
3047	2617	Roaches	9-11-2014	24.1	1128.0	1477.978841
3450	2623	Arnside Knott	16-11-2014	8.85	280.0	2158.995313
3098	2646	David Staff Memorial Race	30-11-2014	8.2	366.0	5390.013968
3119	2625	Gravy Pud	7-12-2014	8.0	305.0	3233.000284
3447	2626	Litton Christmas Cracker	14-12-2014	12.2	360.0	2026.026161
2838	2640	Mytholmroyd	14-12-2014	11.3	411.0	1909.001806
3002	2636	Turkey Trot	26-12-2014	9.0	500.0	3180.993113
4033	2708	Wansfell	28-12-2014	3.4	405.0	4224.005997
4027	2709	Giants Tooth	1-1-2015	4.8	120.0	2591.010122
3678	2710	Trigger	11-1-2015	32.0	1650.0	8844.005947
3956	2711	Ashurst Beacon	24-1-2015	9.5	290.0	3262.019112
3852	3586	Tarren Hendre	24-1-2015	9.7	610.0	4583.998512
3531	2716	Wadsworth Trog	7-2-2015	32.2	1220.0	4679.998706
3840	2714	Windy Hill	14-2-2015	14.5	390.0	2373.006646
4059	2718	Loughrigg - Silver Howe Chase	22-2-2015	13.7	777.0	3422.000666
3792	2719	Midgley Moor	28-2-2015	8.0	381.0	6180.007461
3474	2720	Pipe Dream	28-2-2015	8.2	518.0	1038.108171
3724	2722	Flower Scar	7-3-2015	9.0	470.0	2909.995528
3815	2734	Jarretts January Jaunt	7-3-2015	7.2	457.0	6435.012833
3997	2737	Stan Bradshaw Pendle Round	7-3-2015	16.7	590.0	3331.994703
3718	2729	Ian Roberts Memorial	8-3-2015	10.3	260.0	208259.999868
3696	2727	Carding Mill Canter	14-3-2015	7.8	580.0	3045.997396
3873	2726	David Bell Memorial	15-3-2015	5.6	250.0	2319.037937
3934	2744	Middle Fell	21-3-2015	10.6	518.0	10194.005851
3848	3587	Yr Aran	21-3-2015	16.1	945.0	3169.965065
4013	2730	Heptonstall	22-3-2015	24.8	966.0	1176.021994
3949	2724	Rivock Edge	22-3-2015	10.9	269.0	1996.002946
3772	2738	Boulsworth Bog	28-3-2015	13.2	425.0	1804.022521
3808	2753	Bunny Run 1	31-3-2015	4.8	100.0	13571.004198
4004	2742	New Dungeon Ghyll	4-4-2015	5.6	640.0	4211.998659
3831	3781	Rivington Pike	4-4-2015	5.2	213.0	3594.007947
3809	2754	Bunny Run 2	7-4-2015	4.8	100.0	3678.000182
3548	2743	Loughrigg	8-4-2015	6.4	330.0	7063.000588
3810	2756	Bunny Run 3	14-4-2015	4.8	100.0	1598.997917
3710	2759	West Nab	18-4-2015	9.5	500.0	54900.00068
3534	2757	Y Moelwyn	18-4-2015	16.9	853.0	957.069426
3923	2768	Orchan Rocks	28-4-2015	5.4	280.0	5362.003859
3909	2796	Chunal	2-5-2015	4.8	305.0	4503.997453
3465	2864	The Cake Race	2-5-2015	16.0	518.0	3664.019452
3641	2792	Great Hameldon	3-5-2015	9.6	338.0	5669.001379
3910	2770	Coiners	4-5-2015	12.2	405.0	10479.031659
3800	2780	Lothersdale	6-5-2015	5.8	180.0	145979.999887
3572	2798	Rainow 5	6-5-2015	8.0	229.0	1558.000406
2927	2789	Pinhaw Moor	8-5-2015	8.0	213.0	2832.010196
3703	2790	Buttermere Sailbeck	9-5-2015	15.0	1315.0	7196.000864
4006	2786	Stretton Six Summits	9-5-2015	10.1	990.0	3007.99846
3542	2807	Jack Bloor Race	12-5-2015	8.4	350.0	2020.001232
3615	3059	Mearley Clough	12-5-2015	5.6	380.0	2030.996661
3806	2799	Caw	13-5-2015	9.3	550.0	1106.008766
3456	2797	Latrigg	13-5-2015	4.8	290.0	3170.006545
3765	2883	May Queen	15-5-2015	4.7	200.0	4031.005702
3475	2800	Charlesworth Chase	16-5-2015	8.3	366.0	2386.987965
3878	2821	Fairfield Horseshoe	16-5-2015	14.5	914.0	11864.007179
3963	2822	Lantern Pike Dash	17-5-2015	2.0	200.0	4006.000461
3667	2819	Totley Moor	19-5-2015	8.3	440.0	2142.999317
3905	2813	Blackstone Edge	20-5-2015	5.6	366.0	1411.999875
3799	2802	Kildwick	20-5-2015	6.0	245.0	3899.000037
3779	2818	Latterbarrow Loop	20-5-2015	4.6	250.0	5619.02958
3660	2817	Helvellyn And The Dodds	24-5-2015	24.0	1337.0	2793.012626
3763	2827	Austwick Amble	25-5-2015	13.0	365.0	2204.002885
3663	2824	Shutlingsloe	25-5-2015	3.0	270.0	11029.001597
3868	2830	Harrock Hill 1	27-5-2015	8.4	275.0	2361.006546
4069	2829	Ingleton Scenery	28-5-2015	8.5	270.0	14672.00244
3665	2865	Duddon	30-5-2015	29.0	1830.0	9841.012525
4025	2838	Malham Kirkby Fell	30-5-2015	6.4	274.0	3240.997574
4076	2857	Coniston Gullies	31-5-2015	1.5	900.0	5443.999888
3705	2835	Edenfield	31-5-2015	10.3	477.0	3396.000637
3671	2847	Saddleworth	31-5-2015	4.8	290.0	1373.002196
3470	2852	Paddys Pole	2-6-2015	6.0	336.0	1829.005013
3523	2856	Boars Head	3-6-2015	13.0	400.0	3302.996584
3684	2853	Otley Chevin	3-6-2015	4.5	210.0	2741.010768
3732	2867	Hendersons End	4-6-2015	9.4	300.0	2723.016728
3483	2866	Kelbrook	6-6-2015	5.5	213.0	1341.995107
3721	2855	Pen Y Ghent	6-6-2015	9.5	564.0	885.020174
3541	2910	Wharfedale Trail 1/2 Marathon	6-6-2015	21.0	590.0	1911.999258
3743	2872	Brown Wardle	10-6-2015	3.13	261.0	114420.000113
3912	2957	Cross Keys Killer	10-6-2015	6.4	259.0	2321.99141
4071	2907	Kettlewell Anniversary	11-6-2015	8.0	550.0	2433.021236
4079	2892	Churn Milk Chase	13-6-2015	8.1	218.0	1113.995052
4030	2868	Durisdeer	13-6-2015	14.7	1240.0	5100.017603
3738	2908	Howtown	13-6-2015	21.4	1400.0	2007.995799
3675	2869	Knowl Hill	14-6-2015	9.7	396.0	2425.996835
3708	2873	Bridestone	16-6-2015	7.5	375.0	2277.000859
3620	2870	Calton	16-6-2015	8.8	244.0	1805.987223
3476	2871	Langstrath	17-6-2015	7.5	430.0	10118.003585
3562	2874	Aggies Staircase	18-6-2015	6.4	350.0	3066.025482
3814	2895	Fun On The Fells	19-6-2015	5.0	193.0	1747.995285
3626	2897	Wicken Hill Whizz	19-6-2015	4.5	320.0	1849.011979
3635	2875	Great Lakes Run	20-6-2015	21.0	2130.0	945.050982
3713	2888	Pedol Cwm Pennant	20-6-2015	24.0	1700.0	2593.998579
3628	2899	Reservoir Bogs	20-6-2015	12.0	450.0	1205.007891
3702	2905	Settle Hills	21-6-2015	11.3	400.0	3128.99742
3561	2893	Riber Run	23-6-2015	6.8	305.0	1780.998277
3563	3001	Eddies Revenge	24-6-2015	6.1	323.0	728.996076
3869	2932	Harrock Hill 2	24-6-2015	8.4	275.0	3301.001026
4024	2912	Kinder Trog	28-6-2015	25.7	1064.0	2386.999401
3568	2896	Cragg Vale	1-7-2015	6.4	244.0	1402.99568
3944	2914	Oakworth Haul	4-7-2015	9.0	250.0	11339.004113
3661	2901	Skiddaw	5-7-2015	14.5	823.0	1849.991241
3872	2911	Hathersage Gala	6-7-2015	7.2	325.0	4175.997374
3758	2947	Saltwell Harriers	7-7-2015	9.0	300.0	9861.000993
3991	2924	Reston Scar Scamper	8-7-2015	6.0	301.0	2283.998618
3801	2913	Rob Shepherds Stirton	8-7-2015	9.0	360.0	1206.035486
3736	2968	Baildon Canter	11-7-2015	5.0	152.0	2295.002905
4075	2921	Kerridge Climb	11-7-2015	1.6	95.0	2087.980081
3472	2919	Tal Y Fan	11-7-2015	12.8	786.0	3944.00013
